customer_id,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,Cluster
12423.0,0,10,2255.49,5,5,4,554,14,2
12424.0,162,4,3340.03,3,3,5,335,11,1
12425.0,78,2,1741.41,3,2,4,324,9,1
12426.0,194,2,1145.41,2,2,3,223,7,1
12427.0,21,3,888.1,4,3,3,433,10,0
12428.0,25,8,6218.18,4,4,5,445,13,2
12429.0,9,8,6886.31,5,4,5,545,14,2
12430.0,43,1,216.4,4,1,1,411,6,0
12431.0,35,25,10360.12,4,5,5,455,14,2
12432.0,42,4,4359.32,4,3,5,435,12,1
12433.0,0,10,20033.91,5,5,5,555,15,2
12434.0,84,3,1103.43,3,3,3,333,9,1
12435.0,79,6,13925.93,3,4,5,345,12,2
12436.0,99,1,389.41,3,1,2,312,6,3
12437.0,1,38,11282.4,5,5,5,555,15,2
12438.0,14,2,2466.85,5,2,4,524,11,0
12439.0,682,2,1142.88,1,2,3,123,6,1
12440.0,462,2,739.2,1,2,3,123,6,3
12441.0,366,1,311.1,2,1,2,212,5,3
12442.0,3,1,144.06,5,1,1,511,7,0
12443.0,732,1,365.31,1,1,2,112,4,3
12444.0,21,5,3986.4,4,4,5,445,13,2
12445.0,22,2,378.98,4,2,2,422,8,0
12446.0,57,1,1002.31,4,1,3,413,8,0
12447.0,243,1,400.89,2,1,2,212,5,3
12448.0,44,1,365.45,4,1,2,412,7,0
12449.0,22,5,4215.49,4,4,5,445,13,2
12450.0,156,5,618.0,3,4,3,343,10,1
12451.0,10,8,12568.68,5,4,5,545,14,2
12452.0,16,1,348.57,5,1,2,512,8,0
12453.0,134,1,707.09,3,1,3,313,7,3
12454.0,56,4,16459.78,4,3,5,435,12,2
12455.0,73,9,5722.95,3,5,5,355,13,2
12456.0,44,3,2581.04,4,3,4,434,11,1
12457.0,66,7,2555.91,3,4,4,344,11,1
12458.0,71,4,1502.49,3,3,4,334,10,1
12459.0,605,1,398.36,1,1,2,112,4,3
12460.0,456,1,296.65,1,1,2,112,4,3
12461.0,154,1,626.88,3,1,3,313,7,3
12462.0,18,2,937.59,5,2,3,523,10,0
12463.0,53,4,1170.18,4,3,3,433,10,1
12464.0,10,8,957.05,5,4,3,543,12,0
12465.0,17,2,682.1899999999999,5,2,3,523,10,0
12467.0,423,1,132.8,1,1,1,111,3,3
12468.0,187,5,3218.94,2,4,5,245,11,1
12469.0,522,2,3027.19,1,2,5,125,8,1
12470.0,689,1,211.95,1,1,1,111,3,3
12471.0,2,71,34977.5,5,5,5,555,15,2
12472.0,32,19,16326.29,4,5,5,455,14,2
12473.0,53,3,2585.73,4,3,4,434,11,1
12474.0,17,29,11214.45,5,5,5,555,15,2
12475.0,53,2,1065.64,4,2,3,423,9,0
12476.0,15,18,12114.38,5,5,5,555,15,2
12477.0,22,9,19549.95,4,5,5,455,14,2
12478.0,3,1,545.99,5,1,2,512,8,0
12479.0,11,1,433.6,5,1,2,512,8,0
12480.0,28,7,4753.85,4,4,5,445,13,2
12481.0,22,14,11156.17,4,5,5,455,14,2
12482.0,576,27,21387.32,1,5,5,155,11,2
12483.0,17,19,4069.18,5,5,5,555,15,2
12484.0,35,9,5539.55,4,5,5,455,14,2
12485.0,529,1,708.1,1,1,3,113,5,3
12486.0,431,1,917.28,1,1,3,113,5,3
12487.0,730,1,285.29999999999995,1,1,2,112,4,3
12488.0,9,3,1244.66,5,3,4,534,12,0
12489.0,336,1,298.93,2,1,2,212,5,3
12490.0,5,20,8443.34,5,5,5,555,15,2
12491.0,38,1,424.4,4,1,2,412,7,0
12492.0,63,3,607.21,3,3,3,333,9,0
12493.0,165,2,379.74,3,2,2,322,7,3
12494.0,15,9,1602.87,5,5,4,554,14,2
12495.0,640,1,277.4,1,1,1,111,3,3
12496.0,620,2,44.09,1,2,1,121,4,3
12497.0,81,3,5920.18,3,3,5,335,11,1
12498.0,21,3,349.70000000000005,4,3,2,432,9,0
12499.0,560,1,357.72,1,1,2,112,4,3
12500.0,23,18,5554.11,4,5,5,455,14,2
12501.0,336,1,1987.74,2,1,4,214,7,1
12502.0,95,5,2995.87,3,4,5,345,12,1
12503.0,584,1,896.0,1,1,3,113,5,3
12504.0,18,4,689.05,5,3,3,533,11,0
12505.0,408,1,741.3,2,1,3,213,6,3
12506.0,232,1,73.5,2,1,1,211,4,3
12507.0,134,4,1508.06,3,3,4,334,10,1
12508.0,26,2,382.58,4,2,2,422,8,0
12509.0,284,1,158.5,2,1,1,211,4,3
12510.0,142,7,2979.03,3,4,5,345,12,1
12511.0,428,1,3069.02,1,1,5,115,7,1
12512.0,66,2,132.18,3,2,1,321,6,3
12513.0,112,1,558.29,3,1,2,312,6,3
12514.0,267,2,1476.26,2,2,4,224,8,1
12515.0,353,1,278.7,2,1,1,211,4,3
12516.0,77,4,2288.62,3,3,4,334,10,1
12517.0,28,4,2281.8,4,3,4,434,11,0
12518.0,0,5,1779.69,5,4,4,544,13,0
12519.0,63,2,626.54,3,2,3,323,8,0
12520.0,79,5,2326.46,3,4,4,344,11,1
12521.0,142,1,545.68,3,1,2,312,6,3
12522.0,39,2,156.72,4,2,1,421,7,0
12523.0,19,23,4010.35,5,5,5,555,15,2
12524.0,9,17,9660.01,5,5,5,555,15,2
12525.0,498,3,883.73,1,3,3,133,7,1
12526.0,0,3,1172.66,5,3,3,533,11,0
12527.0,81,5,717.51,3,4,3,343,10,1
12528.0,9,6,1645.48,5,4,4,544,13,0
12529.0,528,1,316.48,1,1,2,112,4,3
12530.0,59,9,3381.26,3,5,5,355,13,1
12531.0,14,2,1771.2,5,2,4,524,11,0
12532.0,30,1,313.83000000000004,4,1,2,412,7,0
12533.0,627,2,1176.29,1,2,3,123,6,1
12534.0,130,1,971.22,3,1,3,313,7,3
12535.0,91,2,716.35,3,2,3,323,8,0
12536.0,59,1,4249.11,3,1,5,315,9,1
12537.0,408,1,612.94,2,1,3,213,6,3
12538.0,29,2,640.45,4,2,3,423,9,0
12539.0,22,7,11146.25,4,4,5,445,13,2
12540.0,19,32,19220.73,5,5,5,555,15,2
12541.0,29,3,841.18,4,3,3,433,10,0
12542.0,484,2,481.88,1,2,2,122,5,3
12543.0,448,1,840.25,1,1,3,113,5,3
12544.0,36,1,316.7,4,1,2,412,7,0
12545.0,75,2,832.39,3,2,3,323,8,0
12546.0,46,2,1021.5,4,2,3,423,9,0
12547.0,197,3,299.58,2,3,2,232,7,3
12548.0,166,1,67.19999999999999,3,1,1,311,5,3
12549.0,575,5,1570.68,1,4,4,144,9,1
12550.0,79,1,805.03,3,1,3,313,7,0
12551.0,357,1,168.0,2,1,1,211,4,3
12552.0,39,1,298.02,4,1,2,412,7,0
12553.0,8,12,4033.35,5,5,5,555,15,2
12554.0,448,1,384.5,1,1,2,112,4,3
12556.0,50,2,594.46,4,2,2,422,8,0
12557.0,16,8,18716.14,5,4,5,545,14,2
12558.0,7,1,269.96,5,1,1,511,7,0
12559.0,310,2,449.21,2,2,2,222,6,3
12560.0,5,2,1867.61,5,2,4,524,11,0
12561.0,302,1,238.85,2,1,1,211,4,3
12562.0,8,9,4342.77,5,5,5,555,15,2
12563.0,408,1,221.24,2,1,1,211,4,3
12564.0,261,1,402.9,2,1,2,212,5,3
12565.0,288,1,145.92,2,1,1,211,4,3
12566.0,86,1,297.65,3,1,2,312,6,3
12567.0,22,15,12243.46,4,5,5,455,14,2
12568.0,644,1,52.0,1,1,1,111,3,3
12569.0,2,32,3113.09,5,5,5,555,15,2
12571.0,39,2,519.61,4,2,2,422,8,0
12572.0,8,2,912.42,5,2,3,523,10,0
12573.0,227,5,717.41,2,4,3,243,9,1
12574.0,315,1,182.45,2,1,1,211,4,3
12575.0,457,2,538.22,1,2,2,122,5,3
12576.0,35,8,1957.66,4,4,4,444,12,1
12577.0,35,8,1607.2,4,4,4,444,12,1
12578.0,21,4,3965.25,4,3,5,435,12,0
12579.0,78,1,386.42,3,1,2,312,6,3
12580.0,246,2,962.9,2,2,3,223,7,1
12581.0,39,1,179.71,4,1,1,411,6,0
12582.0,238,4,1788.0,2,3,4,234,9,1
12583.0,2,27,13295.44,5,5,5,555,15,2
12584.0,3,9,2095.63,5,5,4,554,14,2
12585.0,234,2,1824.1,2,2,4,224,8,1
12586.0,17,4,2047.67,5,3,4,534,12,0
12587.0,7,1,104.0,5,1,1,511,7,0
12588.0,39,3,718.78,4,3,3,433,10,0
12589.0,28,6,3294.91,4,4,5,445,13,2
12590.0,211,1,8842.66,2,1,5,215,8,1
12591.0,317,3,1114.95,2,3,3,233,8,1
12592.0,92,4,1723.64,3,3,4,334,10,1
12593.0,108,3,382.1,3,3,2,332,8,3
12594.0,37,14,4890.110000000001,4,5,5,455,14,2
12595.0,504,1,281.02,1,1,1,111,3,3
12596.0,51,2,450.27,4,2,2,422,8,0
12597.0,19,4,3161.32,5,3,5,535,13,0
12598.0,9,10,4115.59,5,5,5,555,15,2
12599.0,29,13,2026.72,4,5,4,454,13,2
12600.0,28,20,3926.7,4,5,5,455,14,2
12601.0,189,6,573.26,2,4,2,242,8,1
12602.0,58,1,153.12,4,1,1,411,6,3
12603.0,21,1,613.1999999999999,4,1,3,413,8,0
12604.0,79,2,236.18,3,2,1,321,6,3
12605.0,376,3,1124.95,2,3,3,233,8,1
12607.0,60,1,1579.51,3,1,4,314,8,0
12608.0,404,1,415.79,2,1,2,212,5,3
12609.0,78,9,2825.6,3,5,4,354,12,1
12610.0,22,4,1727.74,4,3,4,434,11,0
12611.0,52,1,1193.32,4,1,3,413,8,0
12612.0,74,1,668.0400000000001,3,1,3,313,7,0
12613.0,57,9,6153.17,4,5,5,455,14,2
12614.0,277,1,315.6,2,1,2,212,5,3
12615.0,2,8,5345.13,5,4,5,545,14,2
12616.0,95,3,1023.1,3,3,3,333,9,1
12617.0,29,1,352.98,4,1,2,412,7,0
12618.0,21,1,137.31,4,1,1,411,6,0
12619.0,16,9,3070.4,5,5,5,555,15,2
12620.0,14,3,1234.95,5,3,4,534,12,0
12621.0,1,35,22174.81,5,5,5,555,15,2
12622.0,232,1,162.1,2,1,1,211,4,3
12623.0,276,7,3269.94,2,4,5,245,11,1
12624.0,106,2,569.13,3,2,2,322,7,3
12625.0,211,4,4678.88,2,3,5,235,10,1
12626.0,23,9,5772.68,4,5,5,455,14,2
12627.0,10,6,4064.68,5,4,5,545,14,2
12628.0,4,3,732.46,5,3,3,533,11,0
12629.0,385,2,1198.22,2,2,3,223,7,1
12630.0,9,2,1011.08,5,2,3,523,10,0
12631.0,57,6,3301.77,4,4,5,445,13,1
12632.0,520,2,714.88,1,2,3,123,6,3
12633.0,58,7,5023.86,4,4,5,445,13,1
12634.0,548,1,360.0,1,1,2,112,4,3
12635.0,89,4,2553.25,3,3,4,334,10,1
12637.0,67,12,7969.26,3,5,5,355,13,2
12638.0,33,2,681.49,4,2,3,423,9,0
12639.0,238,3,1072.37,2,3,3,233,8,1
12640.0,23,3,994.58,4,3,3,433,10,0
12641.0,115,1,130.6,3,1,1,311,5,3
12642.0,25,3,905.26,4,3,3,433,10,0
12643.0,128,11,7803.82,3,5,5,355,13,2
12644.0,129,4,1900.49,3,3,4,334,10,1
12645.0,33,8,3215.3,4,4,5,445,13,2
12646.0,4,2,1346.97,5,2,4,524,11,0
12647.0,22,34,14825.45,4,5,5,455,14,2
12648.0,154,4,1039.0,3,3,3,333,9,1
12649.0,107,8,2081.35,3,4,4,344,11,1
12650.0,3,1,242.44000000000003,5,1,1,511,7,0
12651.0,334,4,347.3,2,3,2,232,7,3
12652.0,331,2,875.73,2,2,3,223,7,3
12653.0,148,3,4160.83,3,3,5,335,11,1
12654.0,10,5,529.98,5,4,2,542,11,0
12655.0,423,1,243.35,1,1,1,111,3,3
12656.0,17,8,5704.03,5,4,5,545,14,2
12657.0,11,4,1351.58,5,3,4,534,12,0
12658.0,18,1,596.35,5,1,2,512,8,0
12659.0,29,1,73.68,4,1,1,411,6,3
12660.0,11,1,227.1,5,1,1,511,7,0
12661.0,436,1,162.0,1,1,1,111,3,3
12662.0,0,20,6374.02,5,5,5,555,15,2
12663.0,624,2,185.4,1,2,1,121,4,3
12664.0,8,11,5420.04,5,5,5,555,15,2
12665.0,324,3,259.6,2,3,1,231,6,3
12666.0,394,1,1248.42,2,1,4,214,7,3
12667.0,58,1,460.13,4,1,2,412,7,0
12668.0,11,9,9758.43,5,5,5,555,15,2
12669.0,150,2,1316.97,3,2,4,324,9,1
12670.0,10,7,3252.69,5,4,5,545,14,2
12671.0,606,1,2622.48,1,1,4,114,6,1
12672.0,329,2,407.05,2,2,2,222,6,3
12673.0,5,3,1140.02,5,3,3,533,11,0
12674.0,38,4,1844.6,4,3,4,434,11,0
12675.0,553,2,865.75,1,2,3,123,6,3
12676.0,24,10,2333.09,4,5,4,454,13,2
12677.0,555,2,359.1,1,2,2,122,5,3
12678.0,42,15,32595.18,4,5,5,455,14,2
12679.0,58,4,951.02,4,3,3,433,10,1
12680.0,0,4,790.81,5,3,3,533,11,0
12681.0,14,44,26936.18,5,5,5,555,15,2
12682.0,3,51,20392.66,5,5,5,555,15,2
12683.0,4,20,11114.58,5,5,5,555,15,2
12684.0,7,6,2073.63,5,4,4,544,13,0
12685.0,28,6,2575.08,4,4,4,444,12,1
12686.0,371,1,142.28,2,1,1,211,4,3
12687.0,480,1,1858.91,1,1,4,114,6,1
12688.0,113,1,4854.01,3,1,5,315,9,1
12689.0,25,2,1139.61,4,2,3,423,9,0
12690.0,205,1,335.01,2,1,2,212,5,3
12691.0,28,6,1044.4,4,4,3,443,11,0
12692.0,637,1,110.95,1,1,1,111,3,3
12693.0,127,7,1392.46,3,4,4,344,11,1
12694.0,70,3,1663.35,3,3,4,334,10,1
12695.0,7,7,1371.12,5,4,4,544,13,0
12696.0,434,2,731.91,1,2,3,123,6,3
12697.0,28,3,737.79,4,3,3,433,10,0
12698.0,590,1,265.95,1,1,1,111,3,3
12699.0,417,1,566.11,1,1,2,112,4,3
12700.0,7,4,4464.79,5,3,5,535,13,2
12701.0,79,6,2248.41,3,4,4,344,11,1
12702.0,19,1,201.0,5,1,1,511,7,0
12703.0,71,4,852.63,3,3,3,333,9,1
12704.0,7,8,1722.99,5,4,4,544,13,2
12705.0,15,13,10996.8,5,5,5,555,15,2
12707.0,291,1,557.82,2,1,2,212,5,3
12708.0,29,18,4639.1,4,5,5,455,14,2
12709.0,15,32,29722.48,5,5,5,555,15,2
12710.0,96,3,1023.02,3,3,3,333,9,1
12711.0,611,2,1213.05,1,2,4,124,7,1
12712.0,28,21,5991.110000000001,4,5,5,455,14,2
12713.0,0,1,794.55,5,1,3,513,9,0
12714.0,9,12,12651.16,5,5,5,555,15,2
12715.0,106,1,263.36,3,1,1,311,5,3
12716.0,3,2,886.99,5,2,3,523,10,0
12717.0,151,3,1039.11,3,3,3,333,9,1
12718.0,71,1,202.25,3,1,1,311,5,3
12719.0,5,2,542.35,5,2,2,522,9,0
12720.0,2,29,7229.51,5,5,5,555,15,2
12721.0,31,8,3617.23,4,4,5,445,13,2
12722.0,85,4,979.63,3,3,3,333,9,1
12723.0,3,5,584.67,5,4,2,542,11,0
12724.0,5,7,2083.52,5,4,4,544,13,2
12725.0,371,3,2278.56,2,3,4,234,9,1
12726.0,28,11,3690.6,4,5,5,455,14,2
12727.0,10,10,4905.53,5,5,5,555,15,2
12728.0,71,5,926.17,3,4,3,343,10,1
12729.0,113,1,417.01,3,1,2,312,6,3
12730.0,521,1,647.5,1,1,3,113,5,3
12731.0,23,17,25539.91,4,5,5,455,14,2
12732.0,179,1,218.26,3,1,1,311,5,3
12733.0,234,4,2362.82,2,3,4,234,9,1
12734.0,352,3,603.65,2,3,2,232,7,1
12735.0,315,2,689.5699999999999,2,2,3,223,7,3
12736.0,332,1,144.0,2,1,1,211,4,3
12738.0,372,1,274.7,2,1,1,211,4,3
12739.0,99,2,2421.23,3,2,4,324,9,1
12740.0,63,1,427.6,3,1,2,312,6,0
12741.0,533,1,236.07,1,1,1,111,3,3
12742.0,625,1,1201.52,1,1,3,113,5,3
12743.0,134,2,540.13,3,2,2,322,7,3
12744.0,56,8,13158.16,4,4,5,445,13,2
12745.0,486,2,723.85,1,2,3,123,6,3
12746.0,540,1,254.55,1,1,1,111,3,3
12747.0,2,26,9257.04,5,5,5,555,15,2
12748.0,0,322,50460.65,5,5,5,555,15,2
12749.0,3,9,6711.46,5,5,5,555,15,2
12750.0,128,1,275.88,3,1,1,311,5,3
12751.0,444,1,268.27,1,1,1,111,3,3
12752.0,81,1,4366.78,3,1,5,315,9,1
12753.0,22,6,20817.39,4,4,5,445,13,2
12754.0,235,3,3010.74,2,3,5,235,10,1
12755.0,280,11,9030.66,2,5,5,255,12,1
12756.0,86,1,112.07999999999998,3,1,1,311,5,3
12757.0,15,9,4169.1,5,5,5,555,15,2
12758.0,116,7,9878.04,3,4,5,345,12,1
12759.0,52,8,4618.74,4,4,5,445,13,2
12760.0,455,1,317.8,1,1,2,112,4,3
12761.0,464,1,712.95,1,1,3,113,5,3
12762.0,7,2,1702.52,5,2,4,524,11,0
12763.0,138,2,814.16,3,2,3,323,8,1
12764.0,316,1,1681.28,2,1,4,214,7,1
12765.0,472,6,1299.58,1,4,4,144,9,1
12766.0,3,9,9050.58,5,5,5,555,15,2
12767.0,375,1,949.82,2,1,3,213,6,3
12768.0,450,1,168.69000000000003,1,1,1,111,3,3
12769.0,238,1,1125.75,2,1,3,213,6,3
12770.0,210,2,3246.45,2,2,5,225,9,1
12771.0,485,1,226.3,1,1,1,111,3,3
12772.0,59,1,732.67,3,1,3,313,7,0
12773.0,564,1,124.25,1,1,1,111,3,3
12774.0,535,1,83.7,1,1,1,111,3,3
12775.0,17,7,1551.12,5,4,4,544,13,0
12776.0,667,1,27.5,1,1,1,111,3,3
12777.0,457,1,519.45,1,1,2,112,4,3
12778.0,19,9,1541.68,5,5,4,554,14,2
12779.0,37,14,6682.07,4,5,5,455,14,2
12780.0,598,1,322.4,1,1,2,112,4,3
12781.0,63,2,786.74,3,2,3,323,8,0
12782.0,4,11,3810.04,5,5,5,555,15,2
12783.0,2,4,1295.87,5,3,4,534,12,0
12784.0,15,2,1511.15,5,2,4,524,11,0
12785.0,364,3,843.2,2,3,3,233,8,1
12786.0,609,1,668.5,1,1,3,113,5,3
12787.0,9,4,799.18,5,3,3,533,11,0
12788.0,463,4,384.9,1,3,2,132,6,3
12789.0,65,3,225.35,3,3,1,331,7,0
12790.0,192,2,546.85,2,2,2,222,6,3
12791.0,373,5,819.13,2,4,3,243,9,1
12792.0,256,2,715.01,2,2,3,223,7,3
12793.0,334,3,849.33,2,3,3,233,8,1
12794.0,53,2,860.41,4,2,3,423,9,0
12795.0,18,1,318.48,5,1,2,512,8,0
12796.0,628,1,351.0,1,1,2,112,4,3
12797.0,365,2,676.26,2,2,3,223,7,3
12798.0,10,4,8510.93,5,3,5,535,13,2
12799.0,529,1,219.35,1,1,1,111,3,3
12800.0,470,2,500.25,1,2,2,122,5,3
12801.0,500,1,871.82,1,1,3,113,5,3
12802.0,186,5,2186.42,3,4,4,344,11,1
12803.0,393,1,1017.81,2,1,3,213,6,3
12804.0,465,2,325.37,1,2,2,122,5,3
12805.0,381,4,1211.15,2,3,3,233,8,1
12806.0,572,2,2558.96,1,2,4,124,7,1
12807.0,383,1,250.35,2,1,1,211,4,3
12808.0,36,5,850.1,4,4,3,443,11,0
12809.0,177,3,1344.74,3,3,4,334,10,1
12810.0,534,2,534.99,1,2,2,122,5,3
12811.0,261,4,893.9,2,3,3,233,8,1
12812.0,44,1,229.64,4,1,1,411,6,0
12813.0,501,3,1621.8,1,3,4,134,8,1
12814.0,101,1,85.92,3,1,1,311,5,3
12815.0,147,2,770.3100000000001,3,2,3,323,8,1
12816.0,95,2,414.55,3,2,2,322,7,3
12817.0,281,3,570.98,2,3,2,232,7,1
12818.0,261,1,1182.0800000000002,2,1,3,213,6,3
12819.0,458,1,540.52,1,1,2,112,4,3
12820.0,3,11,2689.52,5,5,4,554,14,2
12821.0,214,2,220.8,2,2,1,221,5,3
12822.0,70,2,948.88,3,2,3,323,8,0
12823.0,74,18,6501.5,3,5,5,355,13,2
12824.0,59,1,397.12,3,1,2,312,6,0
12825.0,521,2,518.63,1,2,2,122,5,3
12826.0,2,12,2955.75,5,5,5,555,15,2
12827.0,5,3,410.35,5,3,2,532,10,0
12828.0,2,6,1018.71,5,4,3,543,12,0
12829.0,336,3,385.3,2,3,2,232,7,3
12830.0,37,6,6814.64,4,4,5,445,13,2
12831.0,262,3,451.11,2,3,2,232,7,3
12832.0,32,2,383.03,4,2,2,422,8,0
12833.0,145,1,404.08,3,1,2,312,6,3
12834.0,282,1,312.38,2,1,2,212,5,3
12835.0,427,41,5896.83,1,5,5,155,11,2
12836.0,59,15,6559.7300000000005,3,5,5,355,13,2
12837.0,173,2,662.66,3,2,3,323,8,3
12838.0,33,10,3366.7,4,5,5,455,14,2
12839.0,2,26,10071.73,5,5,5,555,15,2
12840.0,143,7,4023.01,3,4,5,345,12,1
12841.0,4,40,7431.04,5,5,5,555,15,2
12842.0,70,4,1917.99,3,3,4,334,10,1
12843.0,65,28,6459.32,3,5,5,355,13,2
12844.0,29,4,648.6,4,3,3,433,10,0
12845.0,267,4,349.14,2,3,2,232,7,3
12847.0,22,2,1608.05,4,2,4,424,10,0
12848.0,675,1,206.1,1,1,1,111,3,3
12849.0,31,6,3015.98,4,4,5,445,13,1
12850.0,445,1,330.0,1,1,2,112,4,3
12851.0,96,2,275.66,3,2,1,321,6,3
12852.0,294,1,311.55,2,1,2,212,5,3
12853.0,134,11,3907.5,3,5,5,355,13,1
12854.0,78,7,2970.9700000000003,3,4,5,345,12,1
12855.0,372,4,650.9399999999999,2,3,3,233,8,1
12856.0,7,6,2127.43,5,4,4,544,13,0
12857.0,210,6,3688.0,2,4,5,245,11,1
12858.0,383,1,147.27,2,1,1,211,4,3
12859.0,458,1,575.1,1,1,2,112,4,3
12860.0,693,1,54.22,1,1,1,111,3,3
12861.0,619,1,68.25,1,1,1,111,3,3
12862.0,425,2,984.62,1,2,3,123,6,1
12863.0,52,6,2792.55,4,4,4,444,12,1
12864.0,138,2,299.57,3,2,2,322,7,3
12865.0,26,4,3303.67,4,3,5,435,12,0
12866.0,283,3,1092.35,2,3,3,233,8,1
12867.0,26,13,7829.26,4,5,5,455,14,2
12868.0,185,8,2247.06,3,4,4,344,11,1
12869.0,681,1,337.67,1,1,2,112,4,3
12870.0,375,3,1665.15,2,3,4,234,9,1
12871.0,84,3,744.02,3,3,3,333,9,1
12872.0,326,12,3621.69,2,5,5,255,12,1
12873.0,282,3,2027.3,2,3,4,234,9,1
12874.0,385,2,873.42,2,2,3,223,7,3
12875.0,143,5,1356.99,3,4,4,344,11,1
12876.0,57,4,3539.39,4,3,5,435,12,1
12877.0,3,20,2927.29,5,5,5,555,15,2
12878.0,236,2,854.99,2,2,3,223,7,1
12879.0,44,3,573.22,4,3,2,432,9,0
12880.0,381,2,640.13,2,2,3,223,7,3
12881.0,275,1,298.0,2,1,2,212,5,3
12882.0,9,2,1463.04,5,2,4,524,11,0
12883.0,24,4,683.6700000000001,4,3,3,433,10,0
12884.0,88,1,309.05,3,1,2,312,6,3
12885.0,63,3,1114.02,3,3,3,333,9,1
12886.0,67,2,1378.4,3,2,4,324,9,0
12887.0,383,1,222.4,2,1,1,211,4,3
12888.0,214,2,354.12,2,2,2,222,6,3
12889.0,381,4,367.61,2,3,2,232,7,3
12890.0,24,2,706.02,4,2,3,423,9,0
12891.0,185,11,840.5,3,5,3,353,11,1
12892.0,396,1,263.38,2,1,1,211,4,3
12893.0,30,1,176.55,4,1,1,411,6,0
12894.0,575,1,157.35,1,1,1,111,3,3
12895.0,42,2,372.8,4,2,2,422,8,0
12897.0,204,4,514.25,2,3,2,232,7,1
