customer_id,first_purchase_date,last_purchase_date,total_orders,total_units,total_revenue,unique_products,average_order_value,customer_lifetime_days
12376.0,2010-10-18 08:42:00,2010-11-15 12:15:00,2,237,383.15,10,191.575,28
12377.0,2010-04-29 15:34:00,2011-01-28 15:45:00,4,2029,3082.7200000000003,124,770.6800000000001,274
12378.0,2010-05-26 14:07:00,2011-08-02 10:34:00,2,3310,5401.02,280,2700.51,432
12379.0,2010-06-23 12:49:00,2011-09-19 10:09:00,4,783,1404.52,53,351.13,452
12380.0,2010-02-15 12:05:00,2011-11-18 11:27:00,8,3306,7171.05,153,896.38125,640
12381.0,2011-08-12 09:57:00,2011-12-05 12:44:00,3,775,1416.31,66,472.1033333333333,115
12383.0,2010-12-22 14:28:00,2011-06-08 08:02:00,5,1518,1628.56,83,325.712,167
12384.0,2011-08-10 11:23:00,2011-11-11 08:39:00,2,119,407.42,24,203.71,92
12385.0,2010-11-25 15:14:00,2010-11-25 15:14:00,1,554,1603.6,62,1603.6,0
12386.0,2010-12-08 09:53:00,2011-01-06 12:37:00,2,568,660.8,10,330.4,29
12387.0,2010-10-20 16:27:00,2010-10-20 16:27:00,1,134,143.94,9,143.94,0
12388.0,2010-05-06 12:54:00,2011-11-24 12:30:00,8,1993,3861.51,82,482.68875,566
12389.0,2010-02-22 10:15:00,2010-11-02 11:52:00,3,614,1433.33,41,477.77666666666664,253
12390.0,2011-09-21 09:33:00,2011-09-21 09:33:00,1,350,504.84000000000003,31,504.84000000000003,0
12391.0,2010-02-15 10:12:00,2011-11-18 12:07:00,6,1204,2724.84,241,454.14000000000004,641
12392.0,2010-04-27 14:04:00,2010-04-27 14:04:00,1,73,234.75000000000003,7,234.75000000000003,0
12393.0,2010-10-07 13:49:00,2011-09-28 15:41:00,6,1311,2399.4500000000003,63,399.90833333333336,356
12394.0,2011-05-06 14:01:00,2011-10-07 08:08:00,2,808,1080.48,25,540.24,153
12395.0,2010-04-16 10:16:00,2011-11-20 15:21:00,15,3701,4551.27,144,303.418,583
12396.0,2010-02-03 13:22:00,2010-02-03 13:22:00,1,591,931.43,65,931.43,0
12397.0,2011-07-27 14:21:00,2011-11-04 09:52:00,2,1242,2175.3,108,1087.65,99
12398.0,2011-10-25 10:27:00,2011-10-25 10:27:00,1,1385,1415.86,83,1415.86,0
12399.0,2010-03-05 08:45:00,2011-08-12 13:15:00,7,2190,1842.3,66,263.18571428571425,525
12400.0,2010-10-21 13:45:00,2010-10-21 13:45:00,1,91,205.25,11,205.25,0
12401.0,2011-02-09 13:50:00,2011-02-09 13:50:00,1,7,51.45,3,51.45,0
12402.0,2010-02-07 12:41:00,2011-01-20 13:49:00,6,576,1136.9,42,189.48333333333335,347
12403.0,2010-07-06 11:39:00,2011-10-21 10:51:00,2,256,947.36,4,473.68,471
12405.0,2011-07-14 08:52:00,2011-07-14 08:52:00,1,833,1360.63,51,1360.63,0
12406.0,2010-01-11 14:04:00,2011-11-17 19:22:00,5,3416,6390.36,114,1278.072,675
12407.0,2011-03-20 13:21:00,2011-10-21 10:11:00,5,1403,1507.1200000000001,56,301.42400000000004,214
12408.0,2010-07-29 13:27:00,2011-11-07 12:27:00,8,2182,3859.87,102,482.48375,465
12409.0,2010-05-23 15:21:00,2011-09-22 10:38:00,7,13143,23419.29,177,3345.612857142857,486
12410.0,2010-07-25 13:26:00,2011-02-04 10:39:00,3,335,773.71,35,257.90333333333336,193
12411.0,2010-10-26 09:25:00,2010-10-26 09:25:00,1,138,346.9,22,346.9,0
12412.0,2010-06-18 13:22:00,2011-09-26 10:16:00,6,1986,2404.93,81,400.82166666666666,464
12413.0,2010-11-02 13:26:00,2011-10-04 09:00:00,4,309,851.65,39,212.9125,335
12414.0,2010-09-02 12:22:00,2011-05-06 14:51:00,4,489,532.41,19,133.1025,246
12415.0,2010-06-30 08:30:00,2011-11-15 14:22:00,24,90782,141726.22,492,5905.259166666667,503
12416.0,2010-02-21 10:19:00,2010-02-21 10:19:00,1,132,202.56,11,202.56,0
12417.0,2009-12-06 10:30:00,2011-12-06 14:52:00,20,2819,5948.01,266,297.4005,730
12418.0,2010-03-19 14:47:00,2011-08-19 11:08:00,4,1082,2005.9,89,501.475,517
12419.0,2010-10-22 10:40:00,2010-11-19 10:04:00,2,227,391.01,22,195.505,27
12420.0,2011-10-07 08:55:00,2011-10-07 08:55:00,1,345,600.39,29,600.39,0
12421.0,2010-07-22 13:57:00,2011-11-24 09:07:00,6,644,874.6,43,145.76666666666668,489
12422.0,2009-12-18 12:44:00,2011-09-05 09:48:00,12,2567,3629.39,134,302.44916666666666,625
12423.0,2010-08-31 09:31:00,2011-12-09 10:10:00,10,1754,2255.4900000000002,125,225.54900000000004,465
12424.0,2010-06-09 15:15:00,2011-06-30 12:06:00,4,2025,3340.03,78,835.0075,385
12425.0,2010-09-17 14:10:00,2011-09-22 17:31:00,2,1147,1741.41,87,870.705,370
12426.0,2010-02-15 08:41:00,2011-05-29 12:26:00,2,552,1145.41,68,572.705,468
12427.0,2010-12-03 10:44:00,2011-11-18 08:56:00,3,578,888.1,23,296.03333333333336,349
12428.0,2011-03-01 09:33:00,2011-11-14 08:22:00,8,3319,6218.18,250,777.2725,257
12429.0,2010-06-11 13:28:00,2011-11-30 17:22:00,8,3269,6886.31,121,860.78875,537
12430.0,2011-10-27 15:09:00,2011-10-27 15:09:00,1,116,216.4,10,216.4,0
12431.0,2010-01-15 09:04:00,2011-11-04 11:55:00,25,4658,10360.12,237,414.4048,658
12432.0,2011-06-20 13:27:00,2011-10-28 11:43:00,4,1800,4359.32,106,1089.83,129
12433.0,2010-08-20 09:23:00,2011-12-09 10:02:00,10,16999,20033.91,282,2003.391,476
12434.0,2010-11-23 13:38:00,2011-09-16 12:38:00,3,532,1103.43,62,367.81,296
12435.0,2009-12-02 13:58:00,2011-09-21 09:06:00,6,4958,13925.93,88,2320.9883333333332,657
12436.0,2011-09-01 12:09:00,2011-09-01 12:09:00,1,201,389.41,14,389.41,0
12437.0,2009-12-02 16:24:00,2011-12-08 11:35:00,38,7922,11282.4,272,296.90526315789475,735
12438.0,2011-07-22 13:29:00,2011-11-25 13:28:00,2,1169,2466.85,83,1233.425,125
12439.0,2009-12-14 08:40:00,2010-01-26 12:11:00,2,478,1142.88,69,571.44,43
12440.0,2009-12-22 12:03:00,2010-09-03 13:11:00,2,328,739.2,20,369.6,255
12441.0,2010-12-08 10:45:00,2010-12-08 10:45:00,1,240,311.1,10,311.1,0
12442.0,2011-12-06 14:22:00,2011-12-06 14:22:00,1,181,144.06,11,144.06,0
12443.0,2009-12-07 15:42:00,2009-12-07 15:42:00,1,179,365.31,20,365.31,0
12444.0,2011-06-21 14:00:00,2011-11-18 13:23:00,5,1100,3986.4,133,797.28,149
12445.0,2010-10-15 12:28:00,2011-11-17 18:43:00,2,204,378.98,23,189.49,398
12446.0,2011-10-13 12:50:00,2011-10-13 12:50:00,1,351,1002.3100000000001,57,1002.3100000000001,0
12447.0,2011-04-10 13:25:00,2011-04-10 13:25:00,1,175,400.89,23,400.89,0
12448.0,2011-10-26 13:46:00,2011-10-26 13:46:00,1,240,365.45,21,365.45,0
12449.0,2010-09-27 09:37:00,2011-11-17 13:46:00,5,2235,4215.49,123,843.098,416
12450.0,2010-08-22 13:11:00,2011-07-06 14:41:00,5,394,618.0,29,123.6,318
12451.0,2010-06-28 12:58:00,2011-11-29 08:40:00,8,9334,12568.68,350,1571.085,518
12452.0,2011-11-23 08:05:00,2011-11-23 08:05:00,1,181,348.57,20,348.57,0
12453.0,2011-07-28 14:08:00,2011-07-28 14:08:00,1,473,707.09,43,707.09,0
12454.0,2010-10-14 17:33:00,2011-10-14 17:13:00,4,7702,16459.78,23,4114.945,364
12455.0,2009-12-18 12:33:00,2011-09-27 15:31:00,9,3295,5722.95,198,635.8833333333333,648
12456.0,2011-03-30 09:12:00,2011-10-26 14:41:00,3,1618,2581.04,104,860.3466666666667,210
12457.0,2010-09-30 17:59:00,2011-10-04 13:13:00,7,1083,2555.91,62,365.13,368
12458.0,2010-08-09 10:33:00,2011-09-29 15:25:00,4,979,1502.49,70,375.6225,416
12459.0,2010-04-13 14:53:00,2010-04-13 14:53:00,1,256,398.36,22,398.36,0
12460.0,2010-09-09 13:51:00,2010-09-09 13:51:00,1,168,296.65,17,296.65,0
12461.0,2011-07-08 10:23:00,2011-07-08 10:23:00,1,282,626.88,34,626.88,0
12462.0,2011-02-09 14:44:00,2011-11-21 09:11:00,2,527,937.59,50,468.795,284
12463.0,2011-04-12 12:47:00,2011-10-17 13:44:00,4,756,1170.18,62,292.545,188
12464.0,2011-02-03 13:30:00,2011-11-29 13:33:00,8,95,957.05,5,119.63125,299
12465.0,2011-06-23 13:37:00,2011-11-22 16:34:00,2,475,682.1899999999999,45,341.09499999999997,152
12467.0,2010-10-12 15:41:00,2010-10-12 15:41:00,1,129,132.8,9,132.8,0
12468.0,2010-01-26 10:09:00,2011-06-05 11:36:00,5,2173,3218.94,125,643.788,495
12469.0,2010-06-21 10:30:00,2010-07-05 12:40:00,2,2539,3027.19,73,1513.595,14
12470.0,2010-01-19 11:01:00,2010-01-19 11:01:00,1,95,211.95,23,211.95,0
12471.0,2009-12-07 10:41:00,2011-12-07 15:43:00,71,16564,34977.5,251,492.64084507042253,730
12472.0,2009-12-14 10:49:00,2011-11-07 14:01:00,19,11207,16326.289999999999,394,859.2784210526315,693
12473.0,2011-06-01 10:15:00,2011-10-17 11:27:00,3,2394,2585.73,138,861.91,138
12474.0,2010-02-11 09:41:00,2011-11-22 14:39:00,29,7847,11214.45,365,386.70517241379315,649
12475.0,2010-10-26 08:49:00,2011-10-17 10:10:00,2,766,1065.64,53,532.82,356
12476.0,2010-07-26 09:04:00,2011-11-24 12:40:00,18,5434,12114.38,349,673.021111111111,486
12477.0,2010-03-26 14:01:00,2011-11-17 09:51:00,9,5923,19549.95,290,2172.2166666666667,600
12478.0,2011-12-06 09:56:00,2011-12-06 09:56:00,1,233,545.99,35,545.99,0
12479.0,2011-11-28 13:26:00,2011-11-28 13:26:00,1,374,433.6,28,433.6,0
12480.0,2010-07-20 13:21:00,2011-11-11 14:52:00,7,2889,4753.85,174,679.1214285714286,479
12481.0,2010-04-11 13:10:00,2011-11-17 08:29:00,14,7146,11156.17,246,796.8692857142858,584
12482.0,2010-02-24 10:24:00,2010-05-12 16:51:00,27,26776,21387.32,39,792.1229629629629,77
12483.0,2010-01-31 13:28:00,2011-11-22 17:02:00,19,2131,4069.1800000000003,67,214.16736842105266,660
12484.0,2010-01-27 16:41:00,2011-11-04 15:18:00,9,3232,5539.55,326,615.5055555555556,645
12485.0,2010-06-28 15:22:00,2010-06-28 15:22:00,1,414,708.1,34,708.1,0
12486.0,2010-10-04 12:14:00,2010-10-04 12:14:00,1,520,917.28,48,917.28,0
12487.0,2009-12-09 11:36:00,2009-12-09 11:36:00,1,174,285.29999999999995,2,285.29999999999995,0
12488.0,2011-09-25 10:34:00,2011-11-30 08:50:00,3,526,1244.66,45,414.8866666666667,65
12489.0,2011-01-07 13:13:00,2011-01-07 13:13:00,1,103,298.93,14,298.93,0
12490.0,2009-12-01 12:52:00,2011-12-04 16:07:00,20,5723,8443.34,189,422.16700000000003,733
12491.0,2011-11-01 12:18:00,2011-11-01 12:18:00,1,258,424.40000000000003,24,424.40000000000003,0
12492.0,2010-11-01 14:58:00,2011-10-07 15:15:00,3,438,607.21,37,202.40333333333334,340
12493.0,2011-05-26 14:53:00,2011-06-27 10:17:00,2,204,379.74,18,189.87,31
12494.0,2010-05-12 13:52:00,2011-11-24 09:34:00,9,973,1602.8700000000001,82,178.0966666666667,560
12495.0,2010-03-09 10:53:00,2010-03-09 10:53:00,1,128,277.4,16,277.4,0
12496.0,2010-03-29 13:57:00,2010-03-29 14:06:00,2,29,44.09,9,22.045,0
12497.0,2010-03-05 09:39:00,2011-09-19 12:29:00,3,5599,5920.18,39,1973.3933333333334,563
12498.0,2011-10-13 09:30:00,2011-11-18 12:53:00,3,156,349.70000000000005,20,116.56666666666668,36
12499.0,2010-05-28 15:12:00,2010-05-28 15:12:00,1,300,357.72,26,357.72,0
12500.0,2010-02-04 15:05:00,2011-11-16 16:20:00,18,3353,5554.11,85,308.56166666666667,650
12501.0,2011-01-07 12:28:00,2011-01-07 12:28:00,1,1768,1987.74,146,1987.74,0
12502.0,2011-02-03 10:41:00,2011-09-05 11:52:00,5,794,2995.87,101,599.174,214
12503.0,2010-05-04 13:59:00,2010-05-04 13:59:00,1,560,896.0,1,896.0,0
12504.0,2010-04-22 10:24:00,2011-11-21 16:02:00,4,453,689.05,10,172.2625,578
12505.0,2010-10-27 09:18:00,2010-10-27 09:18:00,1,300,741.3,38,741.3,0
12506.0,2011-04-21 08:54:00,2011-04-21 08:54:00,1,23,73.5,23,73.5,0
12507.0,2010-05-04 09:23:00,2011-07-28 17:09:00,4,1244,1508.06,45,377.015,450
12508.0,2011-11-10 16:27:00,2011-11-13 15:37:00,2,265,382.58,55,191.29,2
12509.0,2011-02-28 14:45:00,2011-02-28 14:45:00,1,54,158.5,6,158.5,0
12510.0,2009-12-04 13:47:00,2011-07-20 10:15:00,7,1973,2979.03,91,425.5757142857143,592
12511.0,2010-10-07 10:39:00,2010-10-07 10:39:00,1,1741,3069.02,189,3069.02,0
12512.0,2011-10-04 14:53:00,2011-10-04 14:55:00,2,96,132.18,31,66.09,0
12513.0,2011-08-19 10:51:00,2011-08-19 10:51:00,1,459,558.29,34,558.29,0
12514.0,2010-03-08 12:18:00,2011-03-17 16:38:00,2,774,1476.26,70,738.13,374
12515.0,2010-12-21 15:43:00,2010-12-21 15:43:00,1,128,278.7,15,278.7,0
12516.0,2010-04-19 14:14:00,2011-09-23 09:13:00,4,1932,2288.62,48,572.155,521
12517.0,2011-06-02 15:13:00,2011-11-11 13:57:00,4,1347,2281.8,230,570.45,161
12518.0,2011-08-21 13:18:00,2011-12-09 10:13:00,5,1282,1779.69,81,355.938,109
12519.0,2010-08-20 08:21:00,2011-10-07 09:26:00,2,382,626.54,33,313.27,413
12520.0,2011-03-11 11:35:00,2011-09-21 15:23:00,5,1419,2326.46,119,465.29200000000003,194
12521.0,2011-07-20 10:51:00,2011-07-20 10:51:00,1,306,545.68,37,545.68,0
12522.0,2011-10-19 14:41:00,2011-10-31 15:30:00,2,192,156.72,10,78.36,12
12523.0,2009-12-07 13:46:00,2011-11-20 12:55:00,23,2244,4010.35,175,174.36304347826086,712
12524.0,2010-02-08 14:41:00,2011-11-30 15:31:00,17,7044,9660.01,153,568.2358823529412,660
12525.0,2010-03-02 14:01:00,2010-07-29 16:08:00,3,504,883.73,55,294.57666666666665,149
12526.0,2011-09-06 14:19:00,2011-12-09 12:09:00,3,624,1172.66,63,390.8866666666667,93
12527.0,2010-06-28 15:37:00,2011-09-19 11:55:00,5,525,717.51,25,143.502,447
12528.0,2011-01-31 09:05:00,2011-11-30 14:40:00,6,740,1645.48,49,274.24666666666667,303
12529.0,2010-06-29 13:10:00,2010-06-29 13:10:00,1,192,316.48,21,316.48,0
12530.0,2010-03-07 14:37:00,2011-10-11 12:34:00,9,2692,3381.26,93,375.6955555555556,582
12531.0,2010-01-22 14:17:00,2011-11-25 11:12:00,2,1110,1771.2,125,885.6,671
12532.0,2011-11-09 13:47:00,2011-11-09 13:47:00,1,151,313.83000000000004,15,313.83000000000004,0
12533.0,2009-12-01 11:50:00,2010-03-22 10:56:00,2,688,1176.29,60,588.145,110
12534.0,2011-08-01 10:26:00,2011-08-01 10:26:00,1,633,971.22,61,971.22,0
12535.0,2011-06-06 12:47:00,2011-09-09 08:48:00,2,219,716.35,28,358.175,94
12536.0,2011-10-11 14:52:00,2011-10-11 14:52:00,1,2789,4249.11,257,4249.11,0
12537.0,2010-10-27 08:36:00,2010-10-27 08:36:00,1,446,612.94,42,612.94,0
12538.0,2010-11-26 13:02:00,2011-11-10 17:16:00,2,336,640.45,33,320.225,349
12539.0,2009-12-23 13:00:00,2011-11-17 13:30:00,7,4516,11146.25,273,1592.3214285714287,694
12540.0,2009-12-07 16:56:00,2011-11-20 11:31:00,32,10895,19220.73,351,600.6478125,712
12541.0,2011-03-04 09:32:00,2011-11-10 10:40:00,3,675,841.18,45,280.3933333333333,251
12542.0,2010-03-09 16:26:00,2010-08-12 19:12:00,2,522,481.88,39,240.94,156
12543.0,2010-09-17 15:51:00,2010-09-17 15:51:00,1,683,840.25,42,840.25,0
12544.0,2011-11-03 16:15:00,2011-11-03 16:15:00,1,134,316.7,18,316.7,0
12545.0,2011-03-25 12:04:00,2011-09-25 13:39:00,2,517,832.39,41,416.195,184
12546.0,2011-09-23 09:44:00,2011-10-24 12:09:00,2,628,1021.5,58,510.75,31
12547.0,2010-07-27 13:55:00,2011-05-26 12:38:00,3,306,299.58,12,99.86,302
12548.0,2011-06-26 15:35:00,2011-06-26 15:35:00,1,48,67.19999999999999,4,67.19999999999999,0
12549.0,2010-01-11 12:29:00,2010-05-13 12:05:00,5,1365,1570.68,37,314.136,121
12550.0,2011-09-21 14:35:00,2011-09-21 14:35:00,1,560,805.03,55,805.03,0
12551.0,2010-12-17 11:23:00,2010-12-17 11:23:00,1,100,168.0,10,168.0,0
12552.0,2011-10-31 12:11:00,2011-10-31 12:11:00,1,81,298.02,18,298.02,0
12553.0,2010-10-12 13:35:00,2011-12-01 16:38:00,12,2285,4033.35,107,336.1125,415
12554.0,2010-09-17 12:29:00,2010-09-17 12:29:00,1,237,384.5,25,384.5,0
12556.0,2011-07-11 13:35:00,2011-10-20 13:06:00,2,353,594.46,99,297.23,100
12557.0,2009-12-17 10:39:00,2011-11-23 16:59:00,8,6782,18716.14,15,2339.5175,706
12558.0,2011-12-02 10:41:00,2011-12-02 10:41:00,1,196,269.96,11,269.96,0
12559.0,2011-01-24 10:12:00,2011-02-02 09:49:00,2,251,449.21000000000004,18,224.60500000000002,8
12560.0,2011-07-19 15:55:00,2011-12-04 13:54:00,2,1082,1867.61,87,933.805,137
12561.0,2011-02-10 11:39:00,2011-02-10 11:39:00,1,177,238.85,16,238.85,0
12562.0,2010-09-30 13:13:00,2011-12-01 17:20:00,9,2276,4342.77,109,482.53000000000003,427
12563.0,2010-10-27 09:52:00,2010-10-27 09:52:00,1,112,221.24,12,221.24,0
12564.0,2011-03-23 14:55:00,2011-03-23 14:55:00,1,130,402.9,20,402.9,0
12565.0,2011-02-24 10:34:00,2011-02-24 10:34:00,1,80,145.92,9,145.92,0
12566.0,2011-09-14 14:30:00,2011-09-14 14:30:00,1,262,297.65,18,297.65,0
12567.0,2010-02-11 10:30:00,2011-11-17 11:02:00,15,5945,12243.460000000001,359,816.2306666666667,644
12568.0,2010-03-05 09:15:00,2010-03-05 09:15:00,1,47,52.0,4,52.0,0
12569.0,2011-04-01 13:47:00,2011-12-07 16:24:00,32,1739,3113.09,90,97.2840625,250
12571.0,2011-08-10 12:35:00,2011-10-31 10:19:00,2,523,519.61,31,259.805,81
12572.0,2011-10-19 08:20:00,2011-12-01 09:20:00,2,446,912.42,52,456.21,43
12573.0,2010-08-31 17:25:00,2011-04-26 15:52:00,5,479,717.41,107,143.482,237
12574.0,2011-01-28 09:20:00,2011-01-28 09:20:00,1,59,182.45000000000002,10,182.45000000000002,0
12575.0,2010-07-01 09:15:00,2010-09-08 13:09:00,2,300,538.22,31,269.11,69
12576.0,2010-07-01 13:46:00,2011-11-04 10:11:00,8,1462,1957.66,109,244.7075,490
12577.0,2009-12-03 19:31:00,2011-11-04 13:24:00,8,1189,1607.2,257,200.9,700
12578.0,2010-09-22 11:19:00,2011-11-18 13:30:00,4,2334,3965.25,146,991.3125,422
12579.0,2011-09-22 17:15:00,2011-09-22 17:15:00,1,282,386.42,28,386.42,0
12580.0,2010-05-12 11:45:00,2011-04-07 10:24:00,2,564,962.9,51,481.45,329
12581.0,2011-10-31 08:56:00,2011-10-31 08:56:00,1,160,179.71,14,179.71,0
12582.0,2010-05-11 09:55:00,2011-04-15 08:45:00,4,971,1788.0,85,447.0,338
12583.0,2009-12-06 11:57:00,2011-12-07 08:07:00,27,8920,13295.44,140,492.4237037037037,730
12584.0,2011-03-04 15:15:00,2011-12-06 09:35:00,9,361,2095.63,40,232.8477777777778,276
12585.0,2010-12-23 12:58:00,2011-04-19 13:39:00,2,1267,1824.1,76,912.05,117
12586.0,2009-12-16 13:15:00,2011-11-22 16:24:00,4,675,2047.67,81,511.9175,706
12587.0,2011-12-02 12:47:00,2011-12-02 12:47:00,1,50,104.0,3,104.0,0
12588.0,2010-04-21 12:22:00,2011-10-31 15:01:00,3,432,718.78,30,239.59333333333333,558
12589.0,2010-01-19 12:26:00,2011-11-11 10:19:00,6,1741,3294.91,119,549.1516666666666,660
12590.0,2011-05-12 14:46:00,2011-05-12 14:46:00,1,4126,8842.66,65,8842.66,0
12591.0,2010-10-27 10:42:00,2011-01-26 14:35:00,3,645,1114.95,62,371.65000000000003,91
12592.0,2010-07-08 14:06:00,2011-09-08 15:04:00,4,1866,1723.6399999999999,40,430.90999999999997,427
12593.0,2011-05-05 09:29:00,2011-08-23 12:43:00,3,204,382.09999999999997,13,127.36666666666666,110
12594.0,2010-03-03 13:51:00,2011-11-02 12:20:00,14,2761,4890.110000000001,77,349.29357142857145,608
12595.0,2010-07-23 09:10:00,2010-07-23 09:10:00,1,270,281.02,18,281.02,0
12596.0,2011-04-11 13:22:00,2011-10-19 13:02:00,2,468,450.27,24,225.135,190
12597.0,2011-03-16 14:00:00,2011-11-20 13:33:00,4,2172,3161.32,181,790.33,248
12598.0,2010-03-01 09:58:00,2011-11-30 12:18:00,10,2857,4115.59,127,411.559,639
12599.0,2010-05-11 10:42:00,2011-11-10 13:34:00,13,2174,2026.72,46,155.90153846153845,548
12600.0,2009-12-07 13:37:00,2011-11-11 10:29:00,20,1292,3926.7000000000003,50,196.335,703
12601.0,2010-10-31 10:57:00,2011-06-03 10:17:00,6,284,573.26,23,95.54333333333334,214
12602.0,2011-10-12 11:22:00,2011-10-12 11:22:00,1,162,153.12,12,153.12,0
12603.0,2011-11-18 10:42:00,2011-11-18 10:42:00,1,56,613.1999999999999,1,613.1999999999999,0
12604.0,2011-03-23 12:06:00,2011-09-21 14:08:00,2,200,236.18,14,118.09,182
12605.0,2010-09-07 14:21:00,2010-11-28 14:18:00,3,921,1124.95,62,374.98333333333335,81
12607.0,2011-10-10 16:06:00,2011-10-10 16:06:00,1,1228,1579.51,101,1579.51,0
12608.0,2010-10-31 10:49:00,2010-10-31 10:49:00,1,323,415.79,16,415.79,0
12609.0,2009-12-20 13:30:00,2011-09-22 16:34:00,9,1440,2825.6,118,313.9555555555555,641
12610.0,2011-08-05 13:52:00,2011-11-17 09:34:00,4,1035,1727.74,83,431.935,103
12611.0,2011-10-18 13:12:00,2011-10-18 13:12:00,1,846,1193.32,65,1193.32,0
12612.0,2011-09-26 15:35:00,2011-09-26 15:35:00,1,260,668.0400000000001,18,668.0400000000001,0
12613.0,2009-12-14 13:10:00,2011-10-13 14:59:00,9,4095,6153.17,213,683.6855555555555,668
12614.0,2011-03-07 10:22:00,2011-03-07 10:22:00,1,76,315.6,20,315.6,0
12615.0,2010-03-18 14:09:00,2011-12-07 15:02:00,8,3293,5345.13,196,668.14125,629
12616.0,2010-11-16 11:38:00,2011-09-05 15:17:00,3,492,1023.1,31,341.03333333333336,293
12617.0,2011-11-10 14:39:00,2011-11-10 14:39:00,1,210,352.98,39,352.98,0
12618.0,2011-11-18 11:10:00,2011-11-18 11:10:00,1,95,137.31,10,137.31,0
12619.0,2010-05-28 12:52:00,2011-11-23 14:52:00,9,3494,3070.4,52,341.15555555555557,544
12620.0,2011-05-19 12:10:00,2011-11-25 10:20:00,3,1145,1234.95,84,411.65000000000003,189
12621.0,2010-02-09 12:01:00,2011-12-08 11:25:00,35,13664,22174.81,341,633.566,666
12622.0,2011-04-21 16:39:00,2011-04-21 16:39:00,1,68,162.1,10,162.1,0
12623.0,2010-01-12 11:45:00,2011-03-08 13:50:00,7,1929,3269.94,109,467.13428571428574,420
12624.0,2011-06-15 12:34:00,2011-08-25 15:04:00,2,351,569.13,35,284.565,71
12625.0,2010-04-22 11:33:00,2011-05-12 09:54:00,4,3282,4678.88,143,1169.72,384
12626.0,2011-01-17 11:01:00,2011-11-16 16:06:00,9,3332,5772.68,229,641.4088888888889,303
12627.0,2011-07-22 13:59:00,2011-11-29 12:07:00,6,2727,4064.68,160,677.4466666666666,129
12628.0,2011-10-06 09:28:00,2011-12-05 13:15:00,3,445,732.46,33,244.15333333333334,60
12629.0,2010-10-12 16:40:00,2010-11-19 09:18:00,2,713,1198.22,39,599.11,37
